Dataset,Project,Train Version,Test Version,ML Algorithm,Sampling Type,Sampling Method,Dimensionality Reduction,Defect Ratio,Validation,Test,Parameters,Accuracy,F1,AUC,MCC,Precision,Recall(pd),TNR-Specificity,pf,bal,g-mean,gmeasure,auc-prc,tn,fp,fn,tp
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_knn_cross,ant,not,1.3,knn,over_sample,smote,None,0.5,0,0,{'classification__n_neighbors': 13},0.7559958289885297,0.49130434782608695,0.6598845897418213,0.3324026144105222,0.5207373271889401,0.46502057613168724,0.8547486033519553,0.1452513966480447,0.6080172502579486,0.6304567296638853,0.7095393612584858,0.377711444686826,612,104,130,113
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_knn_cross,ant,not,1.3,knn,over_sample,smote,None,0.5,1,0,{'classification__n_neighbors': 11},0.7674661105318039,0.4943310657596372,0.6621289974021197,0.3484379236909704,0.5505050505050505,0.448559670781893,0.8756983240223464,0.12430167597765363,0.6002892650059123,0.6267399396302419,0.7242740716860082,0.3866632484727465,627,89,134,109
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_knn_cross,ant,not,1.3,knn,over_sample,smote,None,0.5,2,0,{'classification__n_neighbors': 15},0.7820646506777894,0.5485961123110151,0.6963727383497712,0.4062910731098523,0.5772727272727273,0.522633744855967,0.8701117318435754,0.12988826815642457,0.6501789716477058,0.6743513571251405,0.7308816968745047,0.4226615398959276,623,93,116,127
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_knn_cross,ant,not,1.3,knn,over_sample,smote,None,0.5,3,0,{'classification__n_neighbors': 1},0.7424400417101147,0.45951859956236324,0.639639458901754,0.29263540682652744,0.49295774647887325,0.430327868852459,0.848951048951049,0.15104895104895105,0.5832613993045703,0.6044231097957494,0.6998120624822657,0.3570761050688479,607,108,139,105
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_knn_cross,ant,not,1.3,knn,over_sample,smote,None,0.5,4,0,{'classification__n_neighbors': 13},0.767223382045929,0.5162689804772235,0.6756251978474201,0.36452630482028386,0.5458715596330275,0.4897119341563786,0.8615384615384616,0.13846153846153847,0.6261246813605101,0.6495426593766654,0.7184147863385386,0.39675614294734574,616,99,124,119
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_knn_cross,ant,not,1.3,knn,over_sample,smote,None,0.5,2,1,{'classification__n_neighbors': 15},0.5396825396825397,0.3829787234042553,0.6858490566037736,0.2758930468257303,0.24324324324324326,0.9,0.4716981132075472,0.5283018867924528,0.6198007866996135,0.6515583641446041,0.6063461386116185,0.2347919347919348,50,56,2,18
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_naive_bayes_cross,ant,not,1.3,naive_bayes,over_sample,smote,None,0.5,0,0,{},0.762252346193952,0.43283582089552236,0.6287330160700738,0.30111752516301526,0.5471698113207547,0.35802469135802467,0.8994413407821229,0.1005586592178771,0.5405196735171045,0.5674700066330972,0.7322118117679826,0.35856975015952197,644,72,156,87
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_naive_bayes_cross,ant,not,1.3,naive_bayes,over_sample,smote,None,0.5,1,0,{},0.7685088633993743,0.418848167539267,0.6234079361795067,0.3049428161684906,0.5755395683453237,0.3292181069958848,0.9175977653631285,0.0824022346368715,0.5221200588770574,0.5496269637640636,0.7439802367878093,0.359446764605849,657,59,163,80
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_naive_bayes_cross,ant,not,1.3,naive_bayes,over_sample,smote,None,0.5,2,0,{},0.7591240875912408,0.4486873508353222,0.63615306802768,0.3059707145339822,0.5340909090909091,0.3868312757201646,0.8854748603351955,0.11452513966480447,0.5589263711973909,0.585260087347154,0.7242063511881088,0.3619732449821663,634,82,149,94
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_naive_bayes_cross,ant,not,1.3,naive_bayes,over_sample,smote,None,0.5,3,0,{},0.748696558915537,0.3641160949868074,0.5952395964691046,0.2385420714543587,0.5111111111111111,0.2827868852459016,0.9076923076923077,0.09230769230769231,0.4886706726411798,0.5066393988370548,0.7302988753900642,0.3270172709505006,649,66,175,69
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_naive_bayes_cross,ant,not,1.3,naive_bayes,over_sample,smote,None,0.5,4,0,{},0.7693110647181628,0.48,0.6539324872658207,0.3414679014816452,0.5604395604395604,0.41975308641975306,0.8881118881118881,0.11188811188811189,0.5821451027561786,0.6105634333310827,0.730430003022151,0.3824278636387196,635,80,141,102
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_naive_bayes_cross,ant,not,1.3,naive_bayes,over_sample,smote,None,0.5,4,1,{},0.29365079365079366,0.31007751937984496,0.5801886792452831,0.1715431090284589,0.1834862385321101,1.0,0.16037735849056603,0.839622641509434,0.4062971365509177,0.40047142031681365,0.7205724020485483,0.1834862385321101,17,89,0,20
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_decision_tree_cross,ant,not,1.3,decision_tree,over_sample,smote,None,0.5,0,0,{'classification__criterion': 'log_loss'; 'classification__max_depth': 5; 'classification__max_features': 'log2'},0.7674661105318039,0.5098901098901099,0.6716440214267652,0.3598239719579671,0.5471698113207547,0.4773662551440329,0.8659217877094972,0.1340782122905028,0.6184747726078987,0.6429322211917123,0.7203505803061008,0.39363001793949476,620,96,127,116
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_decision_tree_cross,ant,not,1.3,decision_tree,over_sample,smote,None,0.5,1,0,{'classification__criterion': 'entropy'; 'classification__max_depth': 10; 'classification__max_features': 'sqrt'},0.7528675703858185,0.4925053533190578,0.660508195967538,0.33000398055022817,0.5133928571428571,0.4732510288065844,0.8477653631284916,0.15223463687150837,0.6122888553854031,0.6334081072161504,0.7051152271382458,0.3764360648738183,607,109,128,115
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_decision_tree_cross,ant,not,1.3,decision_tree,over_sample,smote,None,0.5,2,0,{'classification__criterion': 'log_loss'; 'classification__max_depth': 6; 'classification__max_features': 'log2'},0.7737226277372263,0.44501278772378516,0.6364145803158838,0.3284801648997099,0.5878378378378378,0.35802469135802467,0.914804469273743,0.08519553072625698,0.5420750195928988,0.5722958917943353,0.7450409071687814,0.3731299078014406,655,61,156,87
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_decision_tree_cross,ant,not,1.3,decision_tree,over_sample,smote,None,0.5,3,0,{'classification__criterion': 'log_loss'; 'classification__max_depth': 10; 'classification__max_features': 'log2'},0.7612095933263816,0.4400977995110024,0.6319786770606443,0.30459970412299386,0.5454545454545454,0.36885245901639346,0.8951048951048951,0.1048951048951049,0.5475896765542323,0.5745969384160096,0.7292367470700364,0.36177619197841765,640,75,154,90
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_decision_tree_cross,ant,not,1.3,decision_tree,over_sample,smote,None,0.5,4,0,{'classification__criterion': 'log_loss'; 'classification__max_depth': 8; 'classification__max_features': 'log2'},0.7891440501043842,0.5608695652173913,0.7038936372269706,0.4238877399436434,0.5944700460829493,0.5308641975308642,0.8769230769230769,0.12307692307692308,0.6570449518140586,0.6822954385946498,0.7379096869177083,0.43458077628728853,627,88,114,129
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_decision_tree_cross,ant,not,1.3,decision_tree,over_sample,smote,None,0.5,4,1,{'classification__criterion': 'log_loss'; 'classification__max_depth': 8; 'classification__max_features': 'log2'},0.4126984126984127,0.28846153846153844,0.5495283018867925,0.0767868896042439,0.17857142857142858,0.75,0.3490566037735849,0.6509433962264151,0.5069344338271129,0.511656577041856,0.6251876598118191,0.1736111111111111,37,69,5,15
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_random_forest_cross,ant,not,1.3,random_forest,over_sample,smote,None,0.5,0,0,{'classification__criterion': 'log_loss'; 'classification__max_features': 'log2'; 'classification__n_estimators': 30},0.7726798748696558,0.48826291079812206,0.6588241717819621,0.35160078613218004,0.5683060109289617,0.4279835390946502,0.8896648044692738,0.11033519553072625,0.5880675498825778,0.6170590665606573,0.7330202144012723,0.3881682664384236,637,79,139,104
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_random_forest_cross,ant,not,1.3,random_forest,over_sample,smote,None,0.5,1,0,{'classification__criterion': 'log_loss'; 'classification__max_features': None; 'classification__n_estimators': 80},0.786235662148071,0.5287356321839081,0.6828545646826218,0.39750917173686723,0.5989583333333334,0.4732510288065844,0.8924581005586593,0.10754189944134078,0.619848886106608,0.6498897708505309,0.7420350970360726,0.41693001451128653,639,77,128,115
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_random_forest_cross,ant,not,1.3,random_forest,over_sample,smote,None,0.5,2,0,{'classification__criterion': 'log_loss'; 'classification__max_features': None; 'classification__n_estimators': 50},0.7883211678832117,0.559652928416486,0.7032812607766054,0.4219389700437897,0.591743119266055,0.5308641975308642,0.8756983240223464,0.12430167597765363,0.6568241647426107,0.6818188088203827,0.7370180075069329,0.4330090630566088,627,89,114,129
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_random_forest_cross,ant,not,1.3,random_forest,over_sample,smote,None,0.5,3,0,{'classification__criterion': 'log_loss'; 'classification__max_features': 'sqrt'; 'classification__n_estimators': 40},0.7674661105318039,0.44938271604938274,0.6375243608850166,0.3205111787421467,0.5652173913043478,0.3729508196721312,0.9020979020979021,0.0979020979020979,0.5512375375972919,0.5800328887329774,0.7355184550119306,0.37033947811816925,645,70,153,91
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_random_forest_cross,ant,not,1.3,random_forest,over_sample,smote,None,0.5,4,0,{'classification__criterion': 'log_loss'; 'classification__max_features': None; 'classification__n_estimators': 50},0.7954070981210856,0.5565610859728507,0.6999395666062332,0.428881658445903,0.6180904522613065,0.5061728395061729,0.8937062937062937,0.1062937062937063,0.6428140425219317,0.672584457425127,0.7482751956792049,0.43812155962678934,639,76,120,123
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_random_forest_cross,ant,not,1.3,random_forest,over_sample,smote,None,0.5,2,1,{'classification__criterion': 'log_loss'; 'classification__max_features': None; 'classification__n_estimators': 50},0.2857142857142857,0.21052631578947367,0.4132075471698113,-0.14572731804437994,0.1276595744680851,0.6,0.22641509433962265,0.7735849056603774,0.3841941839079567,0.36857707010037066,0.697414075261224,0.14008780817291455,24,82,8,12
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_svm_cross,ant,not,1.3,svm,over_sample,smote,None,0.5,0,0,{'classification__coef0': 2; 'classification__degree': 3; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.7820646506777894,0.4599483204134367,0.6447197507874106,0.35241744574460776,0.6180555555555556,0.3662551440329218,0.9231843575418994,0.07681564245810056,0.5485948685543199,0.5814817450620859,0.7532236482814071,0.386949968126187,661,55,154,89
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_svm_cross,ant,not,1.3,svm,over_sample,smote,None,0.5,1,0,{'classification__coef0': 0; 'classification__degree': 3; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.7904066736183525,0.42406876790830944,0.6299170057705129,0.3604360304862296,0.6981132075471698,0.3045267489711934,0.9553072625698324,0.0446927374301676,0.5072117677563823,0.5393668648878621,0.773483950605063,0.3888193801275869,684,32,169,74
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_svm_cross,ant,not,1.3,svm,over_sample,smote,None,0.5,2,0,{'classification__coef0': 2; 'classification__degree': 3; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.7935349322210636,0.4896907216494845,0.6605570499114882,0.389872694732554,0.6551724137931034,0.39094650205761317,0.9301675977653632,0.06983240223463687,0.566512556261593,0.6030304873501021,0.7626168054873002,0.410464787817474,666,50,148,95
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_svm_cross,ant,not,1.3,svm,over_sample,smote,None,0.5,3,0,{'classification__coef0': 0; 'classification__degree': 0; 'classification__gamma': 'scale'; 'classification__kernel': 'rbf'},0.786235662148071,0.4092219020172911,0.6231141809010661,0.3463622203705346,0.6893203883495146,0.29098360655737704,0.9552447552447553,0.044755244755244755,0.4976518746409586,0.5272196544383924,0.7711073617518857,0.38097717876515025,683,32,173,71
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_svm_cross,ant,not,1.3,svm,over_sample,smote,None,0.5,4,0,{'classification__coef0': 3; 'classification__degree': 3; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.8089770354906054,0.5246753246753246,0.6791476013698236,0.43874067544493295,0.7112676056338029,0.4156378600823045,0.9426573426573427,0.057342657342657345,0.5848089048881795,0.6259425538282004,0.7771877154412621,0.4438552152800995,674,41,142,101
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_svm_cross,ant,not,1.3,svm,over_sample,smote,None,0.5,4,1,{'classification__coef0': 3; 'classification__degree': 3; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.4523809523809524,0.3300970873786408,0.6136792452830189,0.1752289399903776,0.20481927710843373,0.85,0.37735849056603776,0.6226415094339622,0.5471300135413019,0.5663521139548541,0.6155014554610083,0.19790590935169247,40,66,3,17
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_xgboost_cross,ant,not,1.3,xgboost,over_sample,smote,None,0.5,0,0,{'classification__learning_rate': 0.01; 'classification__max_depth': 5; 'classification__n_estimators': 200; 'classification__subsample': 0.8},0.7924921793534933,0.508641975308642,0.6707330390601651,0.39638804386666004,0.6358024691358025,0.42386831275720166,0.9175977653631285,0.0824022346368715,0.5884675897827829,0.6236510375155708,0.7563409776074062,0.4154819212993094,657,59,140,103
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_xgboost_cross,ant,not,1.3,xgboost,over_sample,smote,None,0.5,1,0,{'classification__learning_rate': 0.2; 'classification__max_depth': 5; 'classification__n_estimators': 100; 'classification__subsample': 1.0},0.8018769551616267,0.525,0.6797365335540382,0.42256059441896865,0.6687898089171974,0.43209876543209874,0.9273743016759777,0.07262569832402235,0.5951628078592591,0.6330223462466745,0.7662049377556669,0.4328831464914035,664,52,138,105
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_xgboost_cross,ant,not,1.3,xgboost,over_sample,smote,None,0.5,2,0,{'classification__learning_rate': 0.1; 'classification__max_depth': 7; 'classification__n_estimators': 200; 'classification__subsample': 1.0},0.8029197080291971,0.5733634311512416,0.7103392187966986,0.45037472966377695,0.635,0.522633744855967,0.8980446927374302,0.10195530726256984,0.6548381349067927,0.6850901114549744,0.7550883928010043,0.4528317606217038,643,73,116,127
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_xgboost_cross,ant,not,1.3,xgboost,over_sample,smote,None,0.5,3,0,{'classification__learning_rate': 0.2; 'classification__max_depth': 7; 'classification__n_estimators': 100; 'classification__subsample': 1.0},0.7935349322210636,0.5025125628140703,0.6671557950246476,0.39658936746425616,0.6493506493506493,0.4098360655737705,0.9244755244755245,0.07552447552447553,0.5792878561886441,0.6155350612843243,0.759605937596601,0.4162837282377787,661,54,144,100
ant_not_over_sample_smote_ant_1.3_org_java_1.3_ext_2.2_j16_45_xgboost_cross,ant,not,1.3,xgboost,over_sample,smote,None,0.5,4,0,{'classification__learning_rate': 0.1; 'classification__max_depth': 5; 'classification__n_estimators': 100; 'classification__subsample': 1.0},0.8131524008350731,0.5827505827505828,0.7145443034331922,0.4719956746003996,0.6720430107526881,0.51440329218107,0.9146853146853147,0.08531468531468532,0.6513721481472492,0.6859425174049235,0.7683650889239084,0.4688744148802564,654,61,118,125
