org.apache.lucene.index.TermVectorsTermsWriter;14.0;2.0;0.0;17.0;54.0;23.0;4.0;17.0;4.0;0.7385;732.0;0.0;6.0;0.3684;0.2212;0.0;0.0;50.5714;5.0;1.7857142857142858;2
org.apache.lucene.search.Searchable;11.0;1.0;0.0;18.0;11.0;55.0;6.0;12.0;11.0;2.0;11.0;0.0;0.0;0.0;0.2636;0.0;0.0;0.0;1.0;1.0;5
org.apache.lucene.queryParser.QueryParserTokenManager;35.0;1.0;0.0;5.0;51.0;253.0;1.0;4.0;7.0;0.7198;3063.0;0.2105;1.0;0.0;0.4059;0.0;0.0;85.9714;112.0;7.914285714285715;1
org.apache.lucene.analysis.LengthFilter;3.0;3.0;0.0;3.0;8.0;0.0;0.0;3.0;2.0;0.5;60.0;0.0;0.0;0.8571;0.625;1.0;1.0;18.0;2.0;1.3333333333333333;0
org.apache.lucene.index.Payload;14.0;1.0;0.0;5.0;23.0;0.0;3.0;2.0;14.0;0.2308;227.0;1.0;0.0;0.0;0.4286;1.0;1.0;15.0;6.0;1.8571428571428572;0
org.apache.lucene.search.HitCollector;2.0;1.0;7.0;23.0;3.0;1.0;23.0;0.0;2.0;2.0;5.0;0.0;0.0;0.0;0.6667;0.0;0.0;1.5;1.0;1.0;1
org.apache.lucene.index.TermsHashPerThread;9.0;2.0;0.0;24.0;33.0;0.0;9.0;18.0;4.0;0.7045;257.0;0.0;8.0;0.3636;0.2;0.0;0.0;26.3333;4.0;2.0;0
org.apache.lucene.index.DocFieldProcessorPerField;2.0;1.0;0.0;5.0;5.0;0.0;1.0;5.0;2.0;1.1667;31.0;0.0;4.0;0.0;0.6667;0.0;0.0;11.5;1.0;1.0;0
org.apache.lucene.util.OpenBitSetDISI;7.0;3.0;0.0;2.0;19.0;19.0;0.0;2.0;6.0;0.8333;136.0;0.0;0.0;0.9298;0.7222;0.0;0.0;18.2857;2.0;1.1428571428571428;2
org.apache.lucene.index.SegmentInfos;38.0;4.0;0.0;30.0;100.0;553.0;22.0;10.0;28.0;0.938;729.0;0.4118;1.0;0.6757;0.1622;1.0;1.0;17.7368;6.0;1.3421052631578947;11
org.apache.lucene.queryParser.TokenMgrError;6.0;3.0;0.0;2.0;22.0;15.0;2.0;0.0;4.0;1.12;184.0;0.0;0.0;0.85;0.5;1.0;1.0;28.8333;14.0;3.3333333333333335;1
org.apache.lucene.index.ByteSliceWriter;7.0;1.0;0.0;1.0;11.0;0.0;0.0;1.0;6.0;0.3667;221.0;0.6;1.0;0.0;0.4;0.0;0.0;29.8571;8.0;3.4285714285714284;0
org.apache.lucene.store.NoLockFactory;5.0;2.0;0.0;4.0;7.0;6.0;1.0;3.0;4.0;0.75;24.0;1.0;2.0;0.5714;0.625;0.0;0.0;3.4;1.0;1.0;0
org.apache.lucene.search.ExactPhraseScorer;2.0;4.0;0.0;8.0;9.0;1.0;2.0;6.0;0.0;2.0;64.0;0.0;0.0;0.9524;0.5833;1.0;1.0;31.0;1.0;1.0;2
org.apache.lucene.analysis.StopAnalyzer;8.0;2.0;0.0;9.0;18.0;0.0;2.0;8.0;7.0;0.5;228.0;0.5;0.0;0.7143;0.3571;1.0;2.0;27.25;1.0;1.0;2
org.apache.lucene.search.DocIdSetIterator;4.0;1.0;4.0;14.0;5.0;6.0;14.0;0.0;4.0;2.0;7.0;0.0;0.0;0.0;0.625;0.0;0.0;0.75;1.0;1.0;3
org.apache.lucene.search.ConstantScoreQuery;8.0;2.0;0.0;8.0;19.0;8.0;3.0;6.0;7.0;0.4286;93.0;1.0;1.0;0.6316;0.25;2.0;3.0;10.5;5.0;1.625;6
org.apache.lucene.util.OpenBitSetIterator;7.0;2.0;0.0;2.0;10.0;5.0;1.0;2.0;5.0;0.5833;1311.0;1.0;0.0;0.4286;0.4167;0.0;0.0;185.1429;5.0;2.5714285714285716;2
