org.apache.tools.ant.BuildEvent;11.0;2.0;0.0;7.0;15.0;13.0;5.0;3.0;11.0;0.75;97.0;1.0;3.0;0.2;0.2208;0.0;0.0;7.2727;1.0;1.0;0
org.apache.tools.ant.taskdefs.SendEmail;8.0;3.0;0.0;4.0;40.0;10.0;0.0;4.0;8.0;0.8095;234.0;1.0;0.0;0.8409;0.875;1.0;1.0;27.5;14.0;2.75;1
org.apache.tools.ant.util.RegexpPatternMapper;5.0;1.0;0.0;4.0;20.0;0.0;0.0;4.0;4.0;0.3333;144.0;1.0;1.0;0.0;0.9;0.0;0.0;27.2;5.0;2.4;0
org.apache.tools.ant.taskdefs.compilers.Javac12;3.0;2.0;0.0;8.0;18.0;3.0;1.0;7.0;2.0;1.0;132.0;0.0;0.0;0.92;0.5;0.0;0.0;42.0;1.0;1.0;0
org.apache.tools.ant.taskdefs.compilers.Javac13;2.0;2.0;0.0;8.0;17.0;1.0;1.0;7.0;2.0;2.0;97.0;1.0;0.0;0.9583;1.0;0.0;0.0;47.0;1.0;1.0;0
org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory;3.0;1.0;0.0;8.0;16.0;3.0;1.0;7.0;1.0;2.0;125.0;0.0;0.0;0.0;0.4444;0.0;0.0;40.6667;1.0;1.0;0
org.apache.tools.ant.BuildLogger;4.0;1.0;0.0;3.0;4.0;6.0;2.0;1.0;4.0;2.0;4.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;1.0;1.0;0
org.apache.tools.ant.taskdefs.GUnzip;4.0;3.0;0.0;4.0;32.0;2.0;0.0;4.0;4.0;0.6667;215.0;1.0;0.0;0.925;0.75;1.0;1.0;52.25;1.0;1.0;0
org.apache.tools.ant.taskdefs.Move;4.0;4.0;0.0;6.0;32.0;6.0;0.0;6.0;1.0;2.0;325.0;0.0;0.0;0.9651;0.75;3.0;5.0;80.25;11.0;5.5;1
org.apache.tools.ant.util.regexp.RegexpMatcherFactory;3.0;1.0;0.0;3.0;9.0;3.0;1.0;2.0;2.0;2.0;43.0;0.0;0.0;0.0;0.6667;0.0;0.0;13.3333;1.0;1.0;0
org.apache.tools.ant.taskdefs.XSLTLiaison;3.0;1.0;0.0;1.0;3.0;3.0;1.0;0.0;3.0;2.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0
org.apache.tools.ant.taskdefs.FixCRLF;8.0;4.0;0.0;7.0;34.0;6.0;0.0;7.0;8.0;0.7619;626.0;1.0;0.0;0.9176;0.4375;2.0;2.0;76.5;3.0;1.875;3
org.apache.tools.ant.taskdefs.Chmod;14.0;5.0;0.0;10.0;43.0;15.0;0.0;10.0;12.0;0.6154;168.0;1.0;1.0;0.8934;0.3929;3.0;5.0;10.8571;5.0;1.4285714285714286;0
org.apache.tools.ant.taskdefs.Untar;4.0;3.0;0.0;8.0;42.0;2.0;0.0;8.0;4.0;0.6667;242.0;1.0;0.0;0.925;0.75;2.0;3.0;59.0;1.0;1.0;0
org.apache.tools.ant.taskdefs.TaskOutputStream;3.0;2.0;0.0;1.0;9.0;0.0;0.0;1.0;1.0;0.0;58.0;1.0;1.0;0.7143;0.6667;1.0;1.0;17.3333;1.0;1.0;0
org.apache.tools.mail.MailMessage;27.0;1.0;0.0;3.0;63.0;297.0;1.0;2.0;10.0;0.7788;527.0;0.0;2.0;0.0;0.3796;0.0;0.0;18.2222;11.0;1.5185185185185186;0
org.apache.tools.ant.XmlLogger;10.0;1.0;0.0;9.0;49.0;1.0;0.0;9.0;8.0;0.9206;380.0;1.0;0.0;0.0;0.8333;0.0;0.0;34.9;4.0;2.1;2
org.apache.tools.ant.FileScanner;13.0;1.0;0.0;4.0;13.0;78.0;4.0;0.0;13.0;2.0;13.0;0.0;0.0;0.0;0.3269;0.0;0.0;0.0;1.0;1.0;0
org.apache.tools.tar.TarBuffer;21.0;1.0;0.0;2.0;35.0;38.0;2.0;0.0;17.0;0.6318;617.0;0.8182;0.0;0.0;0.2937;0.0;0.0;27.8571;3.0;1.1428571428571428;0
org.apache.tools.ant.taskdefs.Property;27.0;3.0;0.0;11.0;83.0;291.0;2.0;9.0;20.0;0.8894;658.0;1.0;2.0;0.5873;0.1852;0.0;0.0;23.0741;11.0;1.962962962962963;2
org.apache.tools.ant.taskdefs.Java;22.0;3.0;0.0;17.0;77.0;95.0;0.0;17.0;19.0;0.7429;439.0;1.0;1.0;0.6379;0.1727;1.0;1.0;18.7273;2.0;1.0454545454545454;0
org.apache.tools.ant.util.regexp.JakartaRegexpMatcher;5.0;1.0;0.0;4.0;13.0;0.0;0.0;4.0;5.0;0.5;65.0;1.0;0.0;0.0;0.8;0.0;0.0;11.6;3.0;1.4;0
org.apache.tools.ant.taskdefs.AntStructure;8.0;3.0;0.0;6.0;55.0;24.0;0.0;6.0;3.0;0.8095;643.0;0.5;0.0;0.8409;0.3036;0.0;0.0;78.625;3.0;1.375;0
org.apache.tools.ant.taskdefs.Exit;3.0;3.0;0.0;2.0;6.0;1.0;0.0;2.0;3.0;0.5;29.0;1.0;0.0;0.9487;0.6667;0.0;0.0;8.3333;1.0;1.0;0
org.apache.tools.ant.Target;19.0;1.0;0.0;18.0;47.0;97.0;16.0;5.0;16.0;0.8333;273.0;1.0;1.0;0.0;0.3053;0.0;0.0;13.0;3.0;1.4736842105263157;1
org.apache.tools.ant.taskdefs.Javadoc;65.0;3.0;0.0;21.0;155.0;1670.0;6.0;21.0;59.0;0.9172;1504.0;1.0;5.0;0.37;0.2441;3.0;3.0;21.8308;10.0;1.5692307692307692;0
org.apache.tools.ant.Task;19.0;1.0;34.0;78.0;23.0;119.0;75.0;5.0;16.0;0.873;125.0;1.0;4.0;0.0;0.218;0.0;0.0;5.2105;2.0;1.0526315789473684;0
org.apache.tools.ant.taskdefs.Taskdef;8.0;3.0;0.0;8.0;25.0;14.0;1.0;7.0;8.0;0.7143;157.0;1.0;1.0;0.8409;0.375;0.0;0.0;18.25;2.0;1.25;0
org.apache.tools.mail.SmtpResponseReader;5.0;1.0;0.0;1.0;18.0;0.0;1.0;0.0;3.0;0.5;96.0;1.0;0.0;0.0;0.5333;0.0;0.0;17.8;2.0;1.2;0
org.apache.tools.ant.taskdefs.GenerateKey;14.0;3.0;0.0;6.0;33.0;65.0;0.0;6.0;14.0;0.9103;404.0;1.0;1.0;0.74;0.5952;2.0;3.0;27.0;2.0;1.0714285714285714;0
org.apache.tools.ant.util.FileNameMapper;3.0;1.0;0.0;15.0;3.0;3.0;15.0;0.0;3.0;2.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0
org.apache.tools.ant.taskdefs.LogStreamHandler;1.0;2.0;0.0;9.0;3.0;0.0;6.0;3.0;1.0;2.0;14.0;0.0;0.0;1.0;1.0;0.0;0.0;13.0;1.0;1.0;0
org.apache.tools.ant.types.Commandline;19.0;1.0;0.0;23.0;46.0;65.0;22.0;3.0;17.0;0.4167;448.0;1.0;0.0;0.0;0.2895;0.0;0.0;22.4737;16.0;2.6842105263157894;0
org.apache.tools.ant.types.ZipFileSet;9.0;5.0;0.0;10.0;20.0;4.0;3.0;7.0;9.0;0.6875;110.0;1.0;0.0;0.92;0.3889;2.0;7.0;10.7778;3.0;1.3333333333333333;0
org.apache.tools.ant.util.GlobPatternMapper;5.0;1.0;0.0;3.0;15.0;0.0;2.0;1.0;4.0;0.5;137.0;1.0;0.0;0.0;0.9;0.0;0.0;25.2;4.0;2.0;0
org.apache.tools.ant.util.SourceFileScanner;3.0;1.0;0.0;9.0;25.0;1.0;7.0;2.0;3.0;0.0;277.0;1.0;1.0;0.0;0.6667;0.0;0.0;91.0;14.0;5.666666666666667;0
org.apache.tools.ant.taskdefs.XSLTProcess;13.0;4.0;0.0;7.0;55.0;30.0;1.0;7.0;10.0;0.8021;590.0;1.0;1.0;0.8667;0.5;2.0;2.0;43.7692;1.0;1.0;0
org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter;10.0;1.0;4.0;17.0;81.0;5.0;4.0;13.0;4.0;0.7836;743.0;1.0;7.0;0.0;0.2593;0.0;0.0;71.4;14.0;4.4;1
org.apache.tools.ant.types.FileSet;16.0;3.0;2.0;24.0;56.0;0.0;16.0;8.0;14.0;0.6;353.0;1.0;1.0;0.6818;0.2266;1.0;1.0;20.8125;4.0;1.875;1
org.apache.tools.ant.taskdefs.compilers.Jikes;2.0;2.0;0.0;9.0;23.0;1.0;1.0;8.0;2.0;2.0;204.0;0.0;0.0;0.9583;1.0;1.0;1.0;101.0;1.0;1.0;0
org.apache.tools.ant.taskdefs.Copy;17.0;3.0;1.0;12.0;64.0;52.0;1.0;11.0;13.0;0.7933;640.0;1.0;1.0;0.6981;0.2426;1.0;1.0;35.8824;11.0;2.0588235294117645;2
org.apache.tools.tar.TarConstants;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0
org.apache.tools.tar.TarUtils;8.0;1.0;0.0;1.0;14.0;28.0;1.0;0.0;8.0;2.0;274.0;0.0;0.0;0.0;0.45;0.0;0.0;33.25;7.0;3.0;0
org.apache.tools.ant.util.FlatFileNameMapper;4.0;1.0;0.0;2.0;7.0;6.0;1.0;1.0;4.0;2.0;20.0;0.0;0.0;0.0;0.875;0.0;0.0;4.0;1.0;1.0;0
org.apache.tools.ant.util.DOMElementWriter;5.0;1.0;0.0;1.0;35.0;4.0;1.0;0.0;4.0;0.5833;354.0;1.0;0.0;0.0;0.5;0.0;0.0;69.2;8.0;3.6;0
org.apache.tools.ant.util.regexp.RegexpMatcher;4.0;1.0;0.0;5.0;4.0;6.0;4.0;1.0;4.0;2.0;4.0;0.0;0.0;0.0;0.875;0.0;0.0;0.0;1.0;1.0;0
org.apache.tools.ant.taskdefs.ExecuteWatchdog;8.0;1.0;0.0;6.0;25.0;0.0;5.0;1.0;7.0;0.6;169.0;1.0;0.0;0.0;0.4167;0.0;0.0;19.5;7.0;2.125;2
org.apache.tools.ant.taskdefs.Exec;10.0;3.0;0.0;5.0;41.0;21.0;1.0;5.0;7.0;0.7937;357.0;1.0;0.0;0.8043;0.45;0.0;0.0;34.0;2.0;1.2;3
org.apache.tools.ant.types.ZipScanner;6.0;2.0;0.0;3.0;11.0;13.0;2.0;1.0;6.0;0.8;68.0;1.0;0.0;0.9275;0.4444;1.0;5.0;10.1667;3.0;1.6666666666666667;0
org.apache.tools.ant.taskdefs.Javac;42.0;4.0;1.0;19.0;74.0;741.0;7.0;13.0;40.0;0.9484;540.0;1.0;4.0;0.6555;0.2109;3.0;3.0;11.4524;2.0;1.2142857142857142;6
org.apache.tools.ant.taskdefs.Zip;22.0;4.0;1.0;15.0;104.0;185.0;2.0;13.0;8.0;0.8393;1180.0;1.0;0.0;0.7959;0.1803;3.0;3.0;52.2727;3.0;1.1363636363636365;3
org.apache.tools.ant.taskdefs.War;9.0;6.0;0.0;7.0;33.0;28.0;0.0;7.0;6.0;0.8125;163.0;1.0;0.0;0.9529;0.4;4.0;6.0;16.8889;2.0;1.1111111111111112;0
org.apache.tools.ant.PathTokenizer;3.0;1.0;0.0;2.0;15.0;1.0;2.0;0.0;3.0;0.5;77.0;1.0;0.0;0.0;0.6667;0.0;0.0;23.6667;2.0;1.3333333333333333;10
org.apache.tools.ant.NoBannerLogger;4.0;2.0;0.0;3.0;16.0;0.0;0.0;3.0;4.0;0.3333;59.0;1.0;0.0;0.8571;0.875;1.0;1.0;13.5;5.0;2.0;0
org.apache.tools.ant.DesirableFilter;2.0;1.0;0.0;0.0;6.0;1.0;0.0;0.0;2.0;2.0;37.0;0.0;0.0;0.0;0.6667;0.0;0.0;17.5;5.0;3.0;6
org.apache.tools.ant.taskdefs.Expand;5.0;4.0;0.0;8.0;43.0;6.0;0.0;8.0;4.0;0.75;253.0;1.0;0.0;0.9512;0.6;3.0;3.0;49.2;7.0;2.2;2
org.apache.tools.ant.taskdefs.compilers.CompilerAdapter;2.0;1.0;0.0;4.0;2.0;1.0;3.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;1.0;1.0;0
org.apache.tools.ant.TaskAdapter;4.0;3.0;0.0;6.0;15.0;0.0;4.0;2.0;4.0;0.3333;82.0;0.0;0.0;0.925;0.625;1.0;1.0;19.25;1.0;1.0;1
org.apache.tools.ant.taskdefs.StreamPumper;2.0;1.0;0.0;1.0;6.0;1.0;1.0;0.0;2.0;1.5;33.0;1.0;0.0;0.0;0.6667;0.0;0.0;13.5;2.0;1.5;4
org.apache.tools.ant.taskdefs.ExecuteOn;11.0;4.0;2.0;14.0;42.0;29.0;2.0;12.0;5.0;0.725;395.0;1.0;1.0;0.8864;0.2323;3.0;4.0;34.5455;3.0;1.3636363636363635;1
org.apache.tools.ant.taskdefs.MatchingTask;12.0;3.0;11.0;18.0;37.0;0.0;12.0;6.0;11.0;0.4545;164.0;1.0;1.0;0.7708;0.4167;0.0;0.0;12.5;6.0;1.6666666666666667;1
org.apache.tools.ant.taskdefs.Jar;6.0;5.0;1.0;6.0;33.0;7.0;1.0;5.0;3.0;0.7;164.0;1.0;0.0;0.9632;0.5;3.0;6.0;26.0;2.0;1.1666666666666667;0
org.apache.tools.ant.taskdefs.Get;8.0;3.0;0.0;6.0;46.0;10.0;0.0;6.0;7.0;0.7714;376.0;1.0;0.0;0.8409;0.375;1.0;1.0;45.375;2.0;1.125;6
org.apache.tools.tar.TarOutputStream;15.0;3.0;0.0;3.0;37.0;41.0;1.0;2.0;14.0;0.6964;437.0;0.75;1.0;0.4545;0.3111;1.0;2.0;27.3333;1.0;1.0;0
org.apache.tools.ant.AntClassLoader;17.0;2.0;0.0;9.0;64.0;76.0;7.0;2.0;9.0;0.8792;713.0;0.6;2.0;0.8272;0.3393;1.0;3.0;40.0588;9.0;1.8235294117647058;2
org.apache.tools.ant.Constants;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0
org.apache.tools.ant.types.Path;24.0;3.0;0.0;27.0;80.0;182.0;20.0;8.0;18.0;0.5652;693.0;0.6667;2.0;0.5882;0.1542;2.0;5.0;27.75;13.0;2.4166666666666665;0
org.apache.tools.ant.taskdefs.Tar;8.0;4.0;0.0;12.0;65.0;2.0;0.0;12.0;6.0;0.9167;583.0;0.1667;0.0;0.9176;0.3333;3.0;3.0;70.375;3.0;1.375;0
org.apache.tools.ant.taskdefs.Replace;19.0;4.0;0.0;8.0;69.0;91.0;2.0;8.0;13.0;0.7778;632.0;1.0;2.0;0.8125;0.3684;1.0;1.0;31.8947;5.0;1.3157894736842106;1
org.apache.tools.ant.types.CommandlineJava;21.0;1.0;0.0;9.0;47.0;48.0;1.0;8.0;21.0;0.68;277.0;1.0;4.0;0.0;0.3095;0.0;0.0;11.9524;7.0;1.4761904761904763;1
org.apache.tools.ant.taskdefs.Tstamp;3.0;3.0;0.0;5.0;17.0;0.0;1.0;5.0;3.0;0.0;91.0;1.0;0.0;0.9487;1.0;0.0;0.0;29.0;1.0;1.0;0
org.apache.tools.ant.taskdefs.Available;13.0;3.0;0.0;7.0;35.0;52.0;0.0;7.0;10.0;0.869;266.0;1.0;2.0;0.7551;0.3538;1.0;1.0;18.9231;6.0;1.6923076923076923;1
org.apache.tools.ant.types.Reference;5.0;1.0;0.0;16.0;12.0;4.0;14.0;2.0;5.0;0.25;55.0;1.0;0.0;0.0;0.5333;0.0;0.0;9.8;1.0;1.0;0
org.apache.tools.ant.RuntimeConfigurable;9.0;1.0;0.0;8.0;25.0;10.0;5.0;3.0;7.0;0.6875;114.0;1.0;0.0;0.0;0.25;0.0;0.0;11.2222;1.0;1.0;2
org.apache.tools.ant.taskdefs.ExecuteJava;6.0;1.0;0.0;7.0;26.0;0.0;1.0;6.0;6.0;0.65;185.0;1.0;3.0;0.0;0.3056;0.0;0.0;29.1667;1.0;1.0;0
org.apache.tools.ant.taskdefs.SQLExec;23.0;3.0;0.0;10.0;96.0;175.0;1.0;10.0;19.0;0.8864;1027.0;1.0;2.0;0.6271;0.1913;3.0;3.0;42.7826;7.0;1.3043478260869565;4
org.apache.tools.ant.taskdefs.Delete;18.0;4.0;0.0;8.0;49.0;19.0;0.0;8.0;16.0;0.7731;579.0;1.0;0.0;0.8211;0.2963;2.0;3.0;30.7778;14.0;2.1666666666666665;1
org.apache.tools.ant.BuildException;14.0;4.0;0.0;99.0;28.0;0.0;98.0;1.0;14.0;0.3846;153.0;1.0;1.0;0.7083;0.3333;1.0;2.0;9.7857;2.0;1.1428571428571428;0
org.apache.tools.ant.Project;71.0;1.0;0.0;103.0;186.0;2247.0;99.0;7.0;55.0;0.9724;2193.0;0.5714;0.0;0.0;0.1277;0.0;0.0;29.493;18.0;1.6056338028169015;1
org.apache.tools.ant.taskdefs.ExecTask;19.0;3.0;1.0;18.0;56.0;97.0;5.0;13.0;12.0;0.8148;406.0;1.0;2.0;0.6727;0.1908;0.0;0.0;19.8947;3.0;1.105263157894737;1
org.apache.tools.ant.taskdefs.Filter;6.0;3.0;0.0;4.0;24.0;5.0;0.0;4.0;5.0;0.7333;153.0;1.0;0.0;0.881;0.5;0.0;0.0;24.0;1.0;1.0;0
org.apache.tools.ant.DefaultLogger;14.0;1.0;1.0;8.0;32.0;49.0;4.0;4.0;12.0;0.8352;257.0;1.0;0.0;0.0;0.3077;0.0;0.0;16.8571;6.0;1.7857142857142858;2
org.apache.tools.ant.taskdefs.JikesOutputParser;12.0;1.0;0.0;3.0;21.0;44.0;1.0;2.0;5.0;0.8052;147.0;1.0;1.0;0.0;0.2619;0.0;0.0;10.6667;4.0;1.3333333333333333;1
org.apache.tools.ant.taskdefs.Execute;21.0;1.0;0.0;25.0;77.0;162.0;10.0;16.0;14.0;0.7375;566.0;0.9167;4.0;0.0;0.135;0.0;0.0;25.381;7.0;2.0;1
org.apache.tools.ant.util.regexp.JakartaOroMatcher;5.0;1.0;0.0;7.0;17.0;0.0;0.0;7.0;5.0;0.5;75.0;1.0;0.0;0.0;0.8;0.0;0.0;13.4;3.0;1.4;0
org.apache.tools.ant.taskdefs.Cvs;12.0;3.0;0.0;12.0;37.0;32.0;0.0;12.0;12.0;0.8586;310.0;1.0;1.0;0.7708;0.4583;0.0;0.0;24.0833;3.0;1.5;0
org.apache.tools.ant.Location;5.0;1.0;0.0;51.0;9.0;10.0;51.0;0.0;3.0;1.125;48.0;0.75;1.0;0.0;0.5833;0.0;0.0;7.8;2.0;1.2;8
org.apache.tools.ant.taskdefs.KeySubst;8.0;3.0;0.0;3.0;39.0;10.0;0.0;3.0;8.0;0.7143;257.0;1.0;0.0;0.8409;0.4063;0.0;0.0;30.625;4.0;1.375;5
org.apache.tools.mail.MailPrintStream;5.0;4.0;0.0;1.0;9.0;10.0;1.0;0.0;3.0;0.75;81.0;0.0;0.0;0.9273;0.44;1.0;1.0;15.0;5.0;2.2;0
org.apache.tools.ant.types.EnumeratedAttribute;5.0;1.0;5.0;12.0;11.0;8.0;11.0;1.0;5.0;0.75;59.0;1.0;0.0;0.0;0.7;0.0;0.0;10.6;5.0;1.8;0
org.apache.tools.ant.taskdefs.Ant;10.0;3.0;0.0;9.0;69.0;1.0;1.0;8.0;8.0;0.7037;438.0;0.6667;1.0;0.8043;0.4667;1.0;1.0;42.2;6.0;2.0;1
org.apache.tools.ant.taskdefs.LogOutputStream;7.0;2.0;1.0;8.0;14.0;1.0;7.0;1.0;4.0;0.5833;90.0;1.0;1.0;0.4545;0.4643;1.0;1.0;11.2857;1.0;1.0;2
org.apache.tools.ant.taskdefs.Touch;8.0;3.0;0.0;7.0;32.0;8.0;3.0;4.0;5.0;0.7381;300.0;0.8333;0.0;0.8605;0.3571;1.0;1.0;35.75;1.0;1.0;0
org.apache.tools.ant.UnknownElement;6.0;3.0;0.0;10.0;33.0;0.0;3.0;8.0;5.0;0.4667;198.0;1.0;1.0;0.881;0.3333;2.0;4.0;31.5;2.0;1.1666666666666667;3
