net.sourceforge.pbeans.PersistentMapEntry;7.0;1.0;0.0;2.0;8.0;15.0;1.0;2.0;6.0;0.8333;34.0;1.0;2.0;0.0;0.3571;0.0;0.0;3.4286;1.0;1.0;2
net.sourceforge.pbeans.data.GenericDatabase;4.0;2.0;0.0;3.0;17.0;6.0;1.0;2.0;2.0;2.0;73.0;0.0;0.0;0.9143;0.5;1.0;5.0;17.25;3.0;1.5;1
net.sourceforge.pbeans.data.DefaultDatabaseFactory;5.0;1.0;0.0;7.0;22.0;0.0;1.0;6.0;5.0;0.6667;104.0;1.0;0.0;0.0;0.45;0.0;0.0;19.2;1.0;1.0;2
net.sourceforge.pbeans.Store;75.0;1.0;0.0;18.0;190.0;2601.0;6.0;16.0;21.0;0.8947;2516.0;0.8947;1.0;0.0;0.151;0.0;0.0;32.2933;7.0;1.32;4
net.sourceforge.pbeans.PersistentMapEntry_StoreInfo;3.0;2.0;0.0;2.0;8.0;3.0;0.0;2.0;2.0;1.0;44.0;0.0;0.0;0.7778;0.5;1.0;3.0;13.3333;2.0;1.3333333333333333;1
net.sourceforge.pbeans.PersistentMap;10.0;1.0;0.0;5.0;38.0;33.0;3.0;4.0;7.0;0.3889;312.0;0.5;1.0;0.0;0.4;0.0;0.0;30.0;1.0;1.0;2
net.sourceforge.pbeans.util.BeanMapper;3.0;1.0;0.0;0.0;17.0;3.0;0.0;0.0;3.0;2.0;75.0;0.0;0.0;0.0;0.5;0.0;0.0;24.0;1.0;1.0;0
net.sourceforge.pbeans.data.DatabaseFactory;1.0;1.0;0.0;3.0;1.0;0.0;2.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0
net.sourceforge.pbeans.StoreException;3.0;3.0;1.0;7.0;6.0;3.0;7.0;0.0;3.0;2.0;18.0;0.0;0.0;1.0;0.7778;0.0;0.0;5.0;1.0;1.0;0
net.sourceforge.pbeans.data.ResultsIterator;1.0;1.0;0.0;5.0;1.0;0.0;5.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0
net.sourceforge.pbeans.data.SQLServerDatabase;5.0;2.0;0.0;3.0;16.0;10.0;1.0;2.0;2.0;2.0;117.0;0.0;0.0;0.8889;0.4;1.0;2.0;22.4;3.0;1.6;2
net.sourceforge.pbeans.data.Database;8.0;1.0;0.0;7.0;8.0;28.0;5.0;2.0;8.0;2.0;8.0;0.0;0.0;0.0;0.3393;0.0;0.0;0.0;1.0;1.0;1
net.sourceforge.pbeans.data.IndexDescriptor;9.0;1.0;0.0;2.0;15.0;10.0;2.0;0.0;9.0;0.4167;106.0;1.0;0.0;0.0;0.4;1.0;1.0;10.4444;5.0;1.5555555555555556;1
net.sourceforge.pbeans.data.FieldDescriptor;11.0;1.0;0.0;8.0;12.0;47.0;8.0;0.0;11.0;0.3;95.0;1.0;0.0;0.0;0.4545;0.0;0.0;7.2727;1.0;1.0;1
net.sourceforge.pbeans.data.GenericDataSource;10.0;1.0;0.0;0.0;22.0;27.0;0.0;0.0;10.0;0.7407;147.0;1.0;0.0;0.0;0.4;0.0;0.0;13.4;1.0;1.0;1
net.sourceforge.pbeans.data.AbstractDatabase;33.0;1.0;3.0;13.0;126.0;458.0;7.0;9.0;12.0;0.9119;1585.0;1.0;1.0;0.0;0.1753;0.0;0.0;46.697;8.0;1.5757575757575757;4
net.sourceforge.pbeans.data.MySQLDatabase;5.0;2.0;0.0;3.0;15.0;10.0;1.0;2.0;2.0;2.0;88.0;0.0;0.0;0.8889;0.5;1.0;2.0;16.6;2.0;1.2;3
net.sourceforge.pbeans.data.ConnectionPool;8.0;1.0;0.0;2.0;24.0;0.0;2.0;1.0;4.0;0.6429;234.0;1.0;0.0;0.0;0.375;0.0;0.0;27.5;1.0;1.0;1
net.sourceforge.pbeans.AbstractStoreInfo;8.0;1.0;3.0;9.0;50.0;12.0;3.0;6.0;6.0;0.7937;713.0;0.1111;0.0;0.0;0.375;0.0;0.0;85.875;43.0;9.625;4
net.sourceforge.pbeans.Index;7.0;1.0;0.0;4.0;15.0;5.0;4.0;0.0;7.0;0.25;97.0;1.0;0.0;0.0;0.3714;1.0;1.0;12.5714;4.0;1.7142857142857142;1
net.sourceforge.pbeans.ObjectClass;6.0;1.0;0.0;3.0;7.0;3.0;2.0;1.0;6.0;0.6;34.0;1.0;0.0;0.0;0.5556;0.0;0.0;4.3333;1.0;1.0;0
net.sourceforge.pbeans.DuplicateEntryException;3.0;4.0;0.0;3.0;6.0;3.0;2.0;1.0;3.0;2.0;18.0;0.0;0.0;1.0;0.7778;0.0;0.0;5.0;1.0;1.0;0
net.sourceforge.pbeans.PersistentMap_StoreInfo;3.0;2.0;0.0;4.0;8.0;3.0;0.0;4.0;2.0;1.0;30.0;0.0;0.0;0.7778;0.4444;1.0;3.0;8.6667;2.0;1.3333333333333333;1
net.sourceforge.pbeans.StoreInfo;6.0;1.0;0.0;6.0;6.0;15.0;2.0;5.0;6.0;2.0;6.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;1.0;1.0;1
net.sourceforge.pbeans.Persistent;0.0;1.0;0.0;9.0;0.0;0.0;9.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
net.sourceforge.pbeans.DefaultStoreInfo;1.0;2.0;0.0;2.0;2.0;0.0;1.0;1.0;1.0;2.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;4.0;1.0;1.0;2
