Dataset,Project,Train Version,Test Version,ML Algorithm,Sampling Type,Sampling Method,Dimensionality Reduction,Defect Ratio,Validation,Test,Parameters,Accuracy,F1,AUC,MCC,Precision,Recall(pd),TNR-Specificity,pf,bal,g-mean,gmeasure,auc-prc,tn,fp,fn,tp
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_knn_cross,ant,1.3,1.4,knn,over_sample,smote,None,0.5,0,0,{'classification__n_neighbors': 5},0.8846153846153846,0.6666666666666666,0.8295454545454545,0.6033815244679472,0.6,0.75,0.9090909090909091,0.09090909090909091,0.811898348213104,0.8257228238447705,0.8496033506710194,0.4884615384615384,20,2,1,3
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_knn_cross,ant,1.3,1.4,knn,over_sample,smote,None,0.5,1,0,{'classification__n_neighbors': 11},0.52,0.4,0.7142857142857143,0.32732683535398854,0.25,1.0,0.42857142857142855,0.5714285714285714,0.5959389821791157,0.6546536707079771,0.5883484054145521,0.25,9,12,0,4
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_knn_cross,ant,1.3,1.4,knn,over_sample,smote,None,0.5,2,0,{'classification__n_neighbors': 9},0.6,0.375,0.6607142857142857,0.2358640882624316,0.25,0.75,0.5714285714285714,0.42857142857142855,0.6491628088502054,0.6546536707079771,0.5953620902598001,0.2275,12,9,1,3
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_knn_cross,ant,1.3,1.4,knn,over_sample,smote,None,0.5,3,0,{'classification__n_neighbors': 11},0.64,0.47058823529411764,0.7857142857142857,0.4193139346887673,0.3076923076923077,1.0,0.5714285714285714,0.42857142857142855,0.6969542366343369,0.7559289460184544,0.6123724356957946,0.3076923076923077,12,9,0,4
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_knn_cross,ant,1.3,1.4,knn,over_sample,smote,None,0.5,4,0,{'classification__n_neighbors': 3},0.88,0.7272727272727273,0.9285714285714286,0.6998542122237652,0.5714285714285714,1.0,0.8571428571428571,0.14285714285714285,0.8989847455447789,0.9258200997725514,0.8356290217967333,0.5714285714285714,18,3,0,4
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_knn_cross,ant,1.3,1.4,knn,over_sample,smote,None,0.5,4,1,{'classification__n_neighbors': 3},0.651685393258427,0.32608695652173914,0.5534420289855072,0.09810599084664927,0.28846153846153844,0.375,0.7318840579710145,0.26811594202898553,0.5191095975328213,0.5238859816211258,0.6308169831370157,0.24862251512532413,101,37,25,15
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_naive_bayes_cross,ant,1.3,1.4,naive_bayes,over_sample,smote,None,0.5,0,0,{},0.7692307692307693,0.25,0.5568181818181819,0.11363636363636363,0.25,0.25,0.8636363636363636,0.13636363636363635,0.46097539883493543,0.4646601886422926,0.7468354430379747,0.1778846153846154,19,3,3,1
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_naive_bayes_cross,ant,1.3,1.4,naive_bayes,over_sample,smote,None,0.5,1,0,{},0.68,0.3333333333333333,0.6071428571428571,0.16840826742715195,0.25,0.5,0.7142857142857143,0.2857142857142857,0.5927944910360222,0.5976143046671969,0.6482029916143939,0.20500000000000002,15,6,2,2
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_naive_bayes_cross,ant,1.3,1.4,naive_bayes,over_sample,smote,None,0.5,2,0,{},0.8,0.5454545454545454,0.7797619047619048,0.45684927742384673,0.42857142857142855,0.75,0.8095238095238095,0.19047619047619047,0.7777600630643515,0.7791937224739797,0.7479395565464589,0.3614285714285714,17,4,1,3
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_naive_bayes_cross,ant,1.3,1.4,naive_bayes,over_sample,smote,None,0.5,3,0,{},0.68,0.42857142857142855,0.7083333333333334,0.31180478223116176,0.3,0.75,0.6666666666666666,0.3333333333333333,0.7053721745056052,0.7071067811865475,0.6388888888888888,0.26499999999999996,14,7,1,3
