Dataset,Project,Train Version,Test Version,ML Algorithm,Sampling Type,Sampling Method,Dimensionality Reduction,Defect Ratio,Validation,Test,Parameters,Accuracy,F1,AUC,MCC,Precision,Recall(pd),TNR-Specificity,pf,bal,g-mean,gmeasure,auc-prc,tn,fp,fn,tp
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_knn_cross,ant,1.3,1.4,knn,over_sample,smote,None,0.5,0,0,{'classification__n_neighbors': 5},0.8846153846153846,0.6666666666666666,0.8295454545454545,0.6033815244679472,0.6,0.75,0.9090909090909091,0.09090909090909091,0.811898348213104,0.8257228238447705,0.8496033506710194,0.4884615384615384,20,2,1,3
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_knn_cross,ant,1.3,1.4,knn,over_sample,smote,None,0.5,1,0,{'classification__n_neighbors': 15},0.6,0.4444444444444444,0.7619047619047619,0.3868589716493314,0.2857142857142857,1.0,0.5238095238095238,0.47619047619047616,0.6632824851492631,0.7237468644557459,0.596901350919546,0.2857142857142857,11,10,0,4
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_knn_cross,ant,1.3,1.4,knn,over_sample,smote,None,0.5,2,0,{'classification__n_neighbors': 1},0.76,0.5,0.7559523809523809,0.40230863885375184,0.375,0.75,0.7619047619047619,0.23809523809523808,0.7558798017332158,0.7559289460184545,0.7066475236451999,0.32125,16,5,1,3
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_knn_cross,ant,1.3,1.4,knn,over_sample,smote,None,0.5,3,0,{'classification__n_neighbors': 9},0.76,0.5714285714285714,0.8571428571428572,0.5345224838248488,0.4,1.0,0.7142857142857143,0.2857142857142857,0.7979694910895578,0.8451542547285166,0.7000000000000001,0.4,15,6,0,4
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_knn_cross,ant,1.3,1.4,knn,over_sample,smote,None,0.5,4,0,{'classification__n_neighbors': 1},0.96,0.8888888888888888,0.9761904761904762,0.8728715609439696,0.8,1.0,0.9523809523809523,0.047619047619047616,0.9663282485149263,0.9759000729485332,0.9430054396763888,0.8,20,1,0,4
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_knn_cross,ant,1.3,1.4,knn,over_sample,smote,None,0.5,4,1,{'classification__n_neighbors': 1},0.6853932584269663,0.24324324324324326,0.5219202898550724,0.04655058279494286,0.2647058823529412,0.225,0.8188405797101449,0.18115942028985507,0.4372195207899636,0.4292308591361793,0.6763511125325868,0.2337161269001983,113,25,31,9
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_naive_bayes_cross,ant,1.3,1.4,naive_bayes,over_sample,smote,None,0.5,0,0,{},0.7692307692307693,0.0,0.45454545454545453,-0.12309149097933272,0.0,0.0,0.9090909090909091,0.09090909090909091,0.28997730219030415,0.0,0.7688686772057769,0.15384615384615385,20,2,4,0
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_naive_bayes_cross,ant,1.3,1.4,naive_bayes,over_sample,smote,None,0.5,1,0,{},0.72,0.36363636363636365,0.6309523809523809,0.21384434262392824,0.2857142857142857,0.5,0.7619047619047619,0.23809523809523808,0.6084075189667018,0.6172133998483676,0.6808829066491903,0.22285714285714286,16,5,2,2
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_naive_bayes_cross,ant,1.3,1.4,naive_bayes,over_sample,smote,None,0.5,2,0,{},0.68,0.42857142857142855,0.7083333333333334,0.31180478223116176,0.3,0.75,0.6666666666666666,0.3333333333333333,0.7053721745056052,0.7071067811865475,0.6388888888888888,0.26499999999999996,14,7,1,3
ant_1.3_org_java_1.3_ext_2.2_j16_45_ant_1.4_org_java_1.3_ext_2.2_j16_45_naive_bayes_cross,ant,1.3,1.4,naive_bayes,over_sample,smote,None,0.5,3,0,{},0.68,0.3333333333333333,0.6071428571428571,0.16840826742715195,0.25,0.5,0.7142857142857143,0.2857142857142857,0.5927944910360222,0.5976143046671969,0.6482029916143939,0.20500000000000002,15,6,2,2
